,location,bhk,total_sqft,bath,price
2567,HRBR Layout,3,1625.0,3.0,120.0
2568,HRBR Layout,2,1301.0,2.0,120.0
2569,HRBR Layout,2,1145.0,2.0,68.5
2570,HRBR Layout,2,1300.0,2.0,90.0
2572,HSR Layout,2,1372.0,2.0,68.0
2574,HSR Layout,3,1475.0,3.0,75.0
2575,HSR Layout,2,1467.0,2.0,55.0
2576,HSR Layout,2,1140.0,2.0,46.0
2577,HSR Layout,2,1372.0,2.0,61.0
2578,HSR Layout,3,1750.0,3.0,95.0
2580,HSR Layout,2,1027.0,2.0,44.0
2581,HSR Layout,3,1650.0,3.0,110.0
2582,HSR Layout,2,1140.0,2.0,46.0
2583,HSR Layout,2,1372.0,2.0,61.0
2584,HSR Layout,2,1140.0,2.0,46.0
2585,HSR Layout,2,1185.0,2.0,60.0
2586,HSR Layout,2,1127.0,2.0,68.0
2587,HSR Layout,3,1600.0,2.0,115.0
2588,HSR Layout,2,1145.0,2.0,48.0
2589,HSR Layout,2,1009.0,2.0,56.0
2590,HSR Layout,2,1300.0,2.0,98.0
2592,HSR Layout,2,1140.0,2.0,46.0
2593,HSR Layout,2,1126.0,2.0,69.0
2595,HSR Layout,2,1140.0,2.0,46.0
2596,HSR Layout,2,1145.0,2.0,46.0
2597,HSR Layout,2,1142.0,2.0,65.0
2598,HSR Layout,2,1145.0,2.0,46.0
2599,HSR Layout,3,1844.0,3.0,95.0
2600,HSR Layout,2,1203.0,2.0,72.0
2601,HSR Layout,2,1140.0,2.0,46.0
2602,HSR Layout,5,4200.0,5.0,245.0
2603,HSR Layout,2,1140.0,2.0,46.0
2604,HSR Layout,2,1145.0,2.0,46.0
2605,HSR Layout,2,1009.0,2.0,56.0
2606,HSR Layout,2,1145.0,2.0,46.0
2607,HSR Layout,2,1100.0,2.0,44.0
2608,HSR Layout,2,1203.0,2.0,60.0
2609,HSR Layout,2,1120.0,2.0,70.0
2610,HSR Layout,2,1140.0,2.0,46.0
2611,HSR Layout,2,1289.0,2.0,70.0
2612,HSR Layout,3,1844.0,3.0,89.0
2613,HSR Layout,2,1203.0,2.0,60.0
2614,HSR Layout,2,1140.0,2.0,46.0
2615,Haralur Road,2,1240.0,2.0,70.0
2616,Haralur Road,2,1027.0,2.0,44.0
2619,Haralur Road,2,1194.0,2.0,47.0
2620,Haralur Road,2,1202.0,2.0,53.0
2621,Haralur Road,2,1056.0,2.0,61.0
2623,Haralur Road,3,1810.0,3.0,100.0
2624,Haralur Road,2,1194.0,2.0,46.0
2626,Haralur Road,2,1225.0,2.0,67.38
2627,Haralur Road,2,1243.0,2.0,46.0
2628,Haralur Road,2,1027.0,2.0,44.0
2629,Haralur Road,3,1920.0,3.0,115.0
2630,Haralur Road,3,1875.0,3.0,110.0
2631,Haralur Road,2,1194.0,2.0,47.0
2632,Haralur Road,2,1140.0,2.0,43.0
2633,Haralur Road,2,1027.0,2.0,44.0
2634,Haralur Road,2,1194.0,2.0,46.0
2635,Haralur Road,3,2017.0,3.0,125.0
2636,Haralur Road,2,1140.0,2.0,43.0
2637,Haralur Road,3,1875.0,3.0,110.0
2638,Haralur Road,2,1092.0,2.0,44.0
2639,Haralur Road,3,2475.0,4.0,130.0
2640,Haralur Road,2,1300.0,2.0,73.0
2641,Haralur Road,2,1194.0,2.0,47.0
2642,Haralur Road,2,1243.0,2.0,46.0
2643,Haralur Road,3,1850.0,3.0,110.0
2644,Haralur Road,2,1225.0,2.0,67.38
2645,Haralur Road,2,1243.0,2.0,46.0
2646,Haralur Road,4,3400.0,5.0,240.0
2647,Haralur Road,2,1464.0,2.0,56.0
2648,Haralur Road,2,1230.0,2.0,78.0
2649,Haralur Road,2,1000.0,2.0,44.0
2651,Haralur Road,2,1300.0,2.0,79.0
2652,Haralur Road,3,1444.0,2.0,80.0
2653,Haralur Road,2,1088.0,2.0,68.0
2654,Haralur Road,2,1027.0,2.0,44.0
2656,Haralur Road,2,1225.0,2.0,70.0
2658,Haralur Road,2,1194.0,2.0,46.0
2659,Haralur Road,3,1830.0,3.0,101.0
2660,Haralur Road,3,1810.0,3.0,126.0
2661,Haralur Road,2,1464.0,2.0,56.0
2662,Haralur Road,3,1520.0,2.0,96.0
2663,Haralur Road,2,1300.0,2.0,75.0
2664,Haralur Road,3,2017.0,2.0,125.0
2665,Haralur Road,2,1243.0,2.0,46.0
2666,Haralur Road,2,1027.0,2.0,44.0
2667,Haralur Road,4,2805.0,5.0,160.0
2668,Haralur Road,2,1243.0,2.0,46.0
2669,Haralur Road,2,1027.0,2.0,44.0
2670,Haralur Road,3,2017.0,3.0,105.0
2671,Haralur Road,2,1243.0,2.0,46.0
2672,Haralur Road,2,1243.0,2.0,46.0
2673,Haralur Road,3,1520.0,2.0,90.0
2674,Haralur Road,2,1300.0,2.0,60.0
2675,Haralur Road,3,1985.0,3.0,130.0
2676,Haralur Road,3,1255.0,2.0,90.0
2677,Haralur Road,2,1056.0,2.0,60.0
2678,Haralur Road,2,1140.0,2.0,42.0
2679,Haralur Road,2,1245.0,2.0,62.0
2680,Haralur Road,2,1140.0,2.0,58.0
2681,Haralur Road,2,1140.0,2.0,42.0
2682,Haralur Road,2,1027.0,2.0,43.0
2683,Haralur Road,2,1194.0,2.0,47.0
2684,Haralur Road,2,1194.0,2.0,47.0
2685,Haralur Road,3,1560.0,3.0,90.0
2686,Haralur Road,3,1520.0,2.0,85.0
2687,Haralur Road,2,1243.0,2.0,45.0
2688,Haralur Road,2,1027.0,2.0,44.0
2689,Haralur Road,2,1194.0,2.0,46.0
2690,Haralur Road,3,1650.0,3.0,100.0
2691,Haralur Road,3,1580.0,3.0,73.0
2692,Haralur Road,2,1243.0,2.0,46.0
2693,Haralur Road,2,1194.0,2.0,47.0
2695,Haralur Road,3,1520.0,2.0,96.0
2696,Haralur Road,3,1510.0,3.0,83.05
2697,Haralur Road,2,1056.0,2.0,65.0
2698,Haralur Road,3,1810.0,3.0,100.0
2699,Haralur Road,2,1243.0,2.0,46.0
2700,Haralur Road,1,575.0,1.0,38.0
2701,Haralur Road,2,1194.0,2.0,46.0
2702,Haralur Road,2,1243.0,2.0,46.0
2703,Haralur Road,2,1194.0,2.0,46.0
2704,Haralur Road,2,1140.0,2.0,43.0
2705,Haralur Road,3,1850.0,3.0,120.0
2706,Haralur Road,2,1194.0,2.0,47.0
2707,Haralur Road,2,1194.0,2.0,47.0
2709,Haralur Road,2,1243.0,2.0,46.0
2710,Haralur Road,3,1710.0,3.0,85.0
2711,Haralur Road,3,1730.0,3.0,95.0
2712,Haralur Road,2,1243.0,2.0,46.0
2713,Haralur Road,2,1243.0,2.0,46.0
2714,Haralur Road,2,1243.0,2.0,46.0
2715,Haralur Road,3,1817.0,3.0,110.0
2716,Haralur Road,2,1225.0,2.0,77.0
2717,Haralur Road,2,1285.0,2.0,78.0
2718,Haralur Road,2,1225.0,2.0,67.48
2719,Haralur Road,2,1225.0,2.0,69.84
2720,Haralur Road,2,1200.0,2.0,46.0
2721,Haralur Road,2,1315.0,2.0,85.0
2722,Haralur Road,3,1976.0,3.0,92.0
2723,Haralur Road,2,1300.0,2.0,75.0
2724,Haralur Road,2,1309.0,2.0,82.0
2725,Haralur Road,2,1027.0,1.0,44.0
2726,Haralur Road,2,1243.0,2.0,46.0
2727,Haralur Road,2,1243.0,2.0,46.0
2728,Haralur Road,2,1140.0,2.0,43.0
2729,Haralur Road,2,1300.0,2.0,75.0
2730,Haralur Road,2,1243.0,2.0,46.0
2731,Haralur Road,3,1890.0,3.0,84.0
2732,Haralur Road,2,1230.0,2.0,67.65
2733,Haralur Road,2,1194.0,2.0,46.0
2734,Haralur Road,2,1092.0,2.0,44.0
2736,Haralur Road,3,1255.0,3.0,90.0
2737,Haralur Road,3,1735.0,3.0,97.0
2738,Haralur Road,3,1810.0,3.0,97.83
2739,Haralur Road,2,1200.0,2.0,46.0
2740,Haralur Road,2,1243.0,2.0,46.0
2741,Haralur Road,3,1810.0,3.0,112.0
2742,Harlur,2,1508.0,2.0,77.0
2743,Harlur,3,1752.12,3.0,135.0
2746,Harlur,3,1709.0,3.0,150.0
2747,Harlur,2,1174.0,2.0,69.0
2748,Harlur,2,1033.0,2.0,49.0
2749,Harlur,2,1197.0,2.0,84.0
2750,Harlur,3,1757.0,3.0,132.0
2751,Harlur,2,1174.0,2.0,76.0
2752,Harlur,3,1754.0,3.0,125.0
2753,Harlur,2,1290.0,2.0,85.0
2754,Harlur,3,1752.12,3.0,116.0
2755,Harlur,3,1754.0,3.0,135.0
2756,Harlur,3,1754.0,3.0,124.0
2757,Harlur,2,1152.0,2.0,69.0
2758,Harlur,2,1290.0,2.0,87.0
2759,Harlur,3,1749.0,3.0,115.0
2760,Harlur,4,3385.0,4.0,260.0
2761,Harlur,3,2240.0,5.0,155.0
2762,Harlur,3,1758.0,3.0,133.0
2764,Harlur,2,1197.0,2.0,79.0
2765,Harlur,2,1174.0,2.0,78.0
2768,Harlur,2,1200.0,2.0,52.0
2769,Harlur,2,1197.0,2.0,79.0
2770,Harlur,3,1749.0,3.0,112.0
2771,Harlur,2,1174.0,2.0,75.0
2772,Harlur,3,1750.0,3.0,136.0
2773,Harlur,3,1620.0,3.0,110.0
2776,Harlur,3,1762.0,3.0,133.0
2777,Harlur,3,1756.0,3.0,131.0
2778,Harlur,3,1755.0,3.0,130.0
2779,Harlur,3,1864.0,3.0,140.0
2780,Harlur,2,1331.0,2.0,88.0
2781,Harlur,3,1752.12,3.0,133.0
2782,Harlur,2,1133.0,2.0,55.0
2783,Harlur,3,1756.0,3.0,128.0
2784,Harlur,3,1749.0,3.0,120.0
2785,Harlur,2,1197.0,2.0,82.0
2786,Harlur,2,1303.0,2.0,90.0
2787,Harlur,3,1754.0,3.0,132.0
2788,Harlur,2,1174.0,2.0,75.0
2789,Harlur,3,1756.0,3.0,134.0
2790,Harlur,2,1197.0,2.0,78.0
2791,Harlur,2,1290.0,2.0,89.9
2792,Harlur,2,1386.0,2.0,85.0
2793,Harlur,2,1174.0,2.0,74.0
2794,Harlur,2,1174.0,2.0,78.0
2796,Harlur,3,1755.0,3.0,115.0
2798,Harlur,4,2569.0,4.0,175.0
2800,Harlur,2,1197.0,2.0,77.0
2801,Harlur,3,1752.12,3.0,125.0
2802,Harlur,4,2569.0,5.0,180.0
2803,Harlur,2,1225.0,2.0,56.0
2804,Harlur,2,1197.0,2.0,76.0
2806,Harlur,2,1197.0,2.0,75.0
2807,Harlur,3,1755.0,3.0,117.0
2808,Harlur,2,1197.0,2.0,79.9
2809,Harlur,2,936.0,2.0,45.0
2810,Harlur,4,2990.0,4.0,225.0
2811,Harlur,2,1370.0,2.0,88.0
2812,Harlur,2,1335.0,2.0,72.76
2813,Hebbal,3,1760.0,2.0,123.0
2814,Hebbal,4,5611.5,4.0,477.0
2816,Hebbal,2,1349.0,2.0,98.2
2817,Hebbal,4,2483.0,5.0,212.0
2818,Hebbal,3,1760.0,2.0,130.0
2819,Hebbal,3,3450.0,5.0,260.0
2820,Hebbal,3,1920.0,3.0,134.0
2821,Hebbal,2,1337.0,2.0,82.0
2822,Hebbal,2,1349.0,2.0,98.0
2825,Hebbal,3,1790.0,3.0,127.0
2826,Hebbal,2,687.325,2.0,42.72
2828,Hebbal,3,1985.0,4.0,189.0
2829,Hebbal,4,2483.0,5.0,215.0
2830,Hebbal,2,1080.0,2.0,54.0
2831,Hebbal,2,812.0,2.0,55.0
2833,Hebbal,4,3067.0,4.0,230.0
2834,Hebbal,3,2526.0,2.0,250.0
2835,Hebbal,4,3067.0,4.0,230.0
2837,Hebbal,2,823.0,2.0,50.63
2838,Hebbal,2,1420.0,2.0,123.0
2840,Hebbal,2,1420.0,2.0,99.39
2841,Hebbal,4,4235.0,4.0,365.0
2842,Hebbal,3,1700.0,3.0,124.0
2843,Hebbal,4,3960.0,5.0,386.0
2844,Hebbal,2,1420.0,2.0,99.39
2846,Hebbal,2,1440.0,2.0,115.0
2847,Hebbal,2,1100.0,2.0,54.0
2849,Hebbal,3,2400.0,4.0,180.0
2851,Hebbal,2,1420.0,2.0,107.0
2852,Hebbal,2,1320.0,2.0,92.0
2853,Hebbal,2,919.0,2.0,49.0
2854,Hebbal,3,1645.0,3.0,135.0
2855,Hebbal,3,2080.0,3.0,175.0
2857,Hebbal,4,2483.0,5.0,230.0
2858,Hebbal,3,2600.0,3.0,195.0
2859,Hebbal,3,1645.0,3.0,117.0
2860,Hebbal,2,1251.0,2.0,88.73
2861,Hebbal,3,1645.0,3.0,121.0
2862,Hebbal,3,1760.0,3.0,123.0
2864,Hebbal,4,3960.0,5.0,386.0
2865,Hebbal,3,1645.0,3.0,120.0
2866,Hebbal,3,1255.0,2.0,90.0
2867,Hebbal,3,1645.0,3.0,117.0
2870,Hebbal,3,1636.0,3.0,119.0
2871,Hebbal,3,2661.0,2.0,226.5
2872,Hebbal,3,1255.0,2.0,95.0
2875,Hebbal,3,1255.0,2.0,95.0
2876,Hebbal,2,1088.0,2.0,61.45
2877,Hebbal,2,1349.0,2.0,97.8
2879,Hebbal,2,1344.0,2.0,108.0
2880,Hebbal,3,1255.0,2.0,90.0
2882,Hebbal,2,1138.0,2.0,110.0
2883,Hebbal,4,2790.0,5.0,204.0
2884,Hebbal,2,1088.0,2.0,62.0
2885,Hebbal,3,1987.0,4.0,165.0
2887,Hebbal,2,1299.0,2.0,100.0
2888,Hebbal,2,1200.0,2.0,60.0
2889,Hebbal,3,1645.0,3.0,117.0
2890,Hebbal,2,1390.0,2.0,95.0
2891,Hebbal,2,1333.0,2.0,100.0
2893,Hebbal,3,2650.0,4.0,199.0
2894,Hebbal,3,1800.0,3.0,140.0
2896,Hebbal,4,2470.0,4.0,203.0
2897,Hebbal,3,1255.0,2.0,95.0
2898,Hebbal,2,1333.0,2.0,104.0
2899,Hebbal,3,1645.0,3.0,117.0
2900,Hebbal,3,2600.0,3.0,199.0
2901,Hebbal,2,1345.0,2.0,97.0
2903,Hebbal,2,985.0,2.0,62.0
2904,Hebbal,2,1320.0,2.0,91.0
2905,Hebbal,3,2388.0,3.0,195.0
2906,Hebbal,2,1040.0,2.0,55.0
2908,Hebbal,3,2600.0,3.0,195.0
2909,Hebbal,4,2630.0,5.0,188.0
2911,Hebbal,3,1645.0,3.0,113.0
2913,Hebbal,2,1420.0,2.0,99.39
2915,Hebbal,3,3520.0,5.0,320.0
2916,Hebbal,2,1162.0,2.0,69.0
2917,Hebbal,2,1100.0,2.0,60.0
2918,Hebbal,4,4235.0,5.0,364.0
2919,Hebbal,2,1299.0,2.0,97.0
2921,Hebbal,4,2470.0,5.0,192.0
2922,Hebbal,3,1645.0,3.0,117.0
2923,Hebbal,3,1920.0,3.0,134.0
2924,Hebbal,3,3520.0,5.0,240.0
2925,Hebbal,3,1920.0,3.0,150.0
2926,Hebbal,4,2375.0,4.0,189.0
2927,Hebbal,2,1420.0,2.0,99.26
2928,Hebbal,2,1252.0,2.0,92.0
2930,Hebbal,2,1162.0,2.0,59.0
2931,Hebbal,2,1294.0,2.0,115.0
2932,Hebbal,4,4225.0,6.0,359.0
2933,Hebbal,2,1150.0,2.0,57.0
2934,Hebbal,3,1740.0,2.0,137.0
2936,Hebbal,3,1662.0,3.0,155.0
2937,Hebbal,3,2250.0,3.0,219.0
2938,Hebbal,2,1349.0,2.0,98.0
2939,Hebbal,4,4000.0,6.0,370.0
2940,Hebbal,2,1349.0,2.0,96.8
2941,Hebbal Kempapura,3,1700.0,3.0,155.0
2942,Hebbal Kempapura,3,1800.0,3.0,175.0
2943,Hebbal Kempapura,3,2900.0,4.0,300.0
2944,Hebbal Kempapura,3,3522.0,3.0,380.0
2945,Hebbal Kempapura,5,2280.0,5.0,200.0
2946,Hebbal Kempapura,2,1200.0,2.0,125.0
2947,Hebbal Kempapura,3,2900.0,4.0,240.0
2949,Hebbal Kempapura,2,1300.0,2.0,102.0
2950,Hebbal Kempapura,3,1466.0,2.0,140.0
2952,Hebbal Kempapura,3,1725.0,2.0,165.0
2953,Hebbal Kempapura,3,1200.0,3.0,125.0
2954,Hebbal Kempapura,3,3408.0,3.0,260.0
2955,Hebbal Kempapura,2,1485.0,3.0,132.0
2956,Hebbal Kempapura,2,1400.0,2.0,108.0
2957,Hebbal Kempapura,3,1800.0,3.0,150.0
2958,Hebbal Kempapura,5,2400.0,5.0,200.0
2959,Hebbal Kempapura,5,2800.0,5.0,220.0
2960,Hebbal Kempapura,3,1785.0,3.0,165.0
2961,Hebbal Kempapura,4,3729.0,4.0,384.0
2962,Hebbal Kempapura,3,1600.0,3.0,170.0
2963,Hebbal Kempapura,3,1730.0,3.0,175.0
2965,Hegde Nagar,3,1569.0,3.0,101.0
2966,Hegde Nagar,6,3000.0,7.0,210.0
2967,Hegde Nagar,3,2026.0,3.0,132.0
2968,Hegde Nagar,3,1801.0,3.0,115.0
2969,Hegde Nagar,2,1050.0,1.0,56.0
2970,Hegde Nagar,2,1341.0,2.0,97.0
2971,Hegde Nagar,3,2112.95,4.0,145.0
2972,Hegde Nagar,4,1200.0,4.0,83.0
2973,Hegde Nagar,3,1703.0,3.0,113.0
2974,Hegde Nagar,3,1570.0,3.0,105.0
2975,Hegde Nagar,3,1801.0,3.0,140.0
2976,Hegde Nagar,3,1584.01,3.0,103.0
2977,Hegde Nagar,3,1965.0,4.0,125.0
2978,Hegde Nagar,2,1200.0,2.0,75.0
2979,Hegde Nagar,3,1847.0,3.0,135.0
2980,Hegde Nagar,3,1965.0,4.0,132.0
2981,Hegde Nagar,3,1703.0,3.0,125.0
2982,Hegde Nagar,3,1847.0,3.0,125.0
2983,Hegde Nagar,3,2144.6,4.0,145.0
2984,Hegde Nagar,3,1718.0,3.0,119.0
2985,Hegde Nagar,3,1847.0,3.0,123.0
2986,Hegde Nagar,2,1340.0,2.0,72.0
2987,Hegde Nagar,3,2087.01,3.0,115.0
2988,Hegde Nagar,3,1703.0,3.0,130.0
2989,Hegde Nagar,3,2087.01,4.0,135.0
2990,Hegde Nagar,3,1718.0,3.0,130.0
2991,Hegde Nagar,3,1884.0,4.0,118.0
2992,Hegde Nagar,3,1930.0,4.0,122.0
2993,Hegde Nagar,3,1584.01,3.0,104.0
2994,Hegde Nagar,3,1168.0,2.0,68.0
2995,Hegde Nagar,3,2162.03,4.0,129.0
2996,Hegde Nagar,3,2087.01,4.0,160.0
2997,Hegde Nagar,2,1000.0,2.0,66.0
2998,Hegde Nagar,3,1348.0,2.0,80.5
2999,Hennur,2,1075.0,2.0,52.0
3000,Hennur,2,1255.0,2.0,52.32
3001,Hennur,2,1225.0,2.0,57.0
3002,Hennur,2,1255.0,2.0,57.5
3003,Hennur,2,1259.0,2.0,57.0
3004,Hennur,2,1255.0,2.0,53.5
3005,Hennur,2,1285.0,2.0,60.0
3006,Hennur,2,1285.0,2.0,60.0
3007,Hennur,2,1100.0,2.0,60.0
3008,Hennur,2,1231.0,2.0,48.0
3009,Hennur,2,1255.0,2.0,58.0
3010,Hennur,2,1040.0,2.0,42.12
3011,Hennur,2,1255.0,2.0,54.5
3012,Hennur,2,1041.0,2.0,40.6
3014,Hennur,2,1255.0,2.0,55.5
3016,Hennur,2,1231.0,2.0,50.0
3017,Hennur,5,2500.0,5.0,125.0
3018,Hennur,2,1160.0,2.0,49.0
3019,Hennur,3,2400.0,3.0,135.0
3020,Hennur,2,1255.0,2.0,53.5
3021,Hennur,2,1255.0,2.0,55.5
3022,Hennur,2,1100.0,2.0,44.55
3023,Hennur,2,1255.0,2.0,57.5
3024,Hennur,2,960.0,2.0,48.0
3025,Hennur,2,1020.0,2.0,48.0
3026,Hennur,2,1255.0,2.0,52.32
3027,Hennur,2,1295.0,2.0,64.0
3028,Hennur,3,1935.0,3.0,102.0
3030,Hennur,3,1345.0,2.0,69.0
3031,Hennur,2,1255.0,2.0,58.0
3032,Hennur,2,1420.0,2.0,62.0
3033,Hennur,2,1155.0,2.0,54.5
3034,Hennur,2,1255.0,2.0,52.32
3035,Hennur,2,1255.0,2.0,52.35
3038,Hennur,2,1255.0,2.0,54.5
3039,Hennur,3,1830.0,2.0,113.0
3040,Hennur,3,1830.5,3.0,84.205
3041,Hennur,2,1255.0,2.0,55.5
3042,Hennur,2,1255.0,2.0,53.57
3043,Hennur,2,1255.0,2.0,56.5
3044,Hennur,2,1050.0,2.0,42.73
3045,Hennur,2,1295.0,2.0,62.0
3046,Hennur Road,3,2089.0,3.0,140.0
3047,Hennur Road,4,3203.5,2.0,224.5
3048,Hennur Road,8,5000.0,8.0,250.0
3049,Hennur Road,2,1385.0,2.0,83.09
3050,Hennur Road,2,1317.5,2.0,63.77
3052,Hennur Road,3,2264.0,3.0,159.0
3053,Hennur Road,2,1157.0,2.0,84.0
3054,Hennur Road,3,1904.0,3.0,120.0
3055,Hennur Road,3,1891.0,3.0,109.0
3056,Hennur Road,3,1561.0,3.0,95.0
3058,Hennur Road,3,2060.0,3.0,149.0
3059,Hennur Road,3,1482.0,2.0,92.0
3060,Hennur Road,2,1232.0,2.0,89.0
3061,Hennur Road,2,1065.0,2.0,42.6
3063,Hennur Road,3,1482.0,2.0,87.0
3064,Hennur Road,3,1891.0,3.0,139.0
3065,Hennur Road,3,1703.0,3.0,101.0
3066,Hennur Road,2,1232.0,2.0,69.61
3067,Hennur Road,2,987.0,2.0,49.0
3069,Hennur Road,3,2160.0,3.0,160.0
3071,Hennur Road,3,1680.0,3.0,99.27
3072,Hennur Road,2,1065.0,2.0,42.6
3073,Hennur Road,2,1385.0,2.0,83.09
3075,Hennur Road,3,2350.0,3.0,174.0
3076,Hennur Road,3,1586.0,3.0,93.94
3077,Hennur Road,3,1975.0,3.0,123.0
3079,Hennur Road,3,1290.0,2.0,94.5
3080,Hennur Road,2,901.0,2.0,49.5
3081,Hennur Road,3,1445.0,3.0,86.56
3082,Hennur Road,3,1482.0,2.0,97.0
3083,Hennur Road,2,1182.0,2.0,82.5
3085,Hennur Road,2,1036.0,2.0,59.46
3086,Hennur Road,3,1891.0,3.0,109.0
3087,Hennur Road,2,1232.0,2.0,69.61
3089,Hennur Road,3,2320.0,3.0,170.0
3090,Hennur Road,3,1936.0,3.0,118.0
3091,Hennur Road,2,1480.0,2.0,65.0
3092,Hennur Road,3,1590.0,3.0,96.5
3093,Hennur Road,3,1445.0,2.0,105.0
3094,Hennur Road,2,1036.0,2.0,59.45
3095,Hennur Road,3,1832.0,3.0,125.0
3096,Hennur Road,2,1359.0,2.0,104.0
3097,Hennur Road,2,1341.0,2.0,75.76
3098,Hennur Road,2,1040.0,2.0,50.0
3100,Hennur Road,2,1414.0,2.0,84.18
3101,Hennur Road,3,1949.0,3.0,133.0
3102,Hennur Road,2,1232.0,2.0,89.0
3103,Hennur Road,3,1250.0,2.0,77.88
3104,Hennur Road,4,2502.0,4.0,180.0
3105,Hennur Road,3,1831.0,3.0,110.0
3106,Hennur Road,2,1232.0,2.0,87.0
3107,Hennur Road,2,1232.0,2.0,74.0
3108,Hennur Road,2,1232.0,2.0,66.0
3109,Hennur Road,2,1341.0,2.0,95.0
3111,Hennur Road,2,1232.0,2.0,88.0
3112,Hennur Road,3,2365.0,4.0,175.0
3113,Hennur Road,2,1310.0,2.0,66.0
3115,Hennur Road,2,1015.0,2.0,50.0
3117,Hennur Road,3,2264.0,3.0,168.0
3118,Hennur Road,3,2002.0,3.0,120.0
3119,Hennur Road,2,1232.0,2.0,69.6
3120,Hennur Road,2,1195.0,2.0,73.0
3121,Hennur Road,2,1020.0,2.0,47.0
3122,Hennur Road,5,5100.0,6.0,375.0
3123,Hennur Road,2,1061.0,2.0,54.92
3125,Hennur Road,2,1020.0,2.0,45.0
3126,Hennur Road,3,2041.0,3.0,128.0
3127,Hennur Road,2,1232.0,2.0,87.0
3128,Hennur Road,2,1066.0,2.0,52.23
3129,Hennur Road,2,973.0,2.0,56.0
3130,Hennur Road,2,1255.0,2.0,84.0
3131,Hennur Road,2,1232.0,2.0,83.0
3132,Hennur Road,3,1832.0,3.0,116.0
3133,Hennur Road,3,2050.0,3.0,120.0
3134,Hennur Road,3,1445.0,2.0,86.69
3135,Hennur Road,3,1445.0,2.0,83.0
3138,Hennur Road,3,1654.0,3.0,97.8
3139,Hennur Road,3,1480.0,3.0,100.0
3140,Hennur Road,3,1450.0,3.0,88.6
3141,Hennur Road,2,1155.0,2.0,69.18
3142,Hennur Road,2,1053.0,2.0,53.0
3143,Hennur Road,2,1195.0,2.0,59.0
3144,Hennur Road,3,1904.0,3.0,129.0
3145,Hennur Road,3,1981.0,3.0,134.0
3146,Hennur Road,2,1155.0,2.0,69.18
3148,Hennur Road,3,1590.0,3.0,105.0
3149,Hennur Road,3,2041.0,3.0,138.0
3150,Hennur Road,3,1100.0,2.0,78.0
3151,Hennur Road,4,1880.0,4.0,154.0
3152,Hennur Road,2,1232.0,2.0,69.61
3153,Hennur Road,3,1748.0,3.0,103.0
3154,Hennur Road,2,1460.0,2.0,80.3
3156,Hennur Road,3,1933.0,3.0,140.0
3157,Hennur Road,2,1030.0,2.0,46.5
3158,Hennur Road,2,1232.0,2.0,69.61
3160,Hennur Road,3,1445.0,2.0,89.56
3161,Hennur Road,2,973.0,2.0,50.74
3163,Hennur Road,3,1305.0,2.0,77.0
3165,Hennur Road,2,1165.0,2.0,67.0
3166,Hennur Road,2,980.0,2.0,51.0
3167,Hennur Road,2,1232.0,2.0,80.0
3168,Hennur Road,2,1085.0,2.0,43.4
3169,Hennur Road,2,950.0,2.0,55.0
3170,Hennur Road,2,1140.0,2.0,56.0
3171,Hennur Road,3,1891.0,3.0,110.0
3174,Hennur Road,2,1165.0,2.0,52.0
3175,Hennur Road,2,1450.0,2.0,80.0
3176,Hennur Road,2,1155.0,2.0,69.18
3177,Hennur Road,3,1936.0,3.0,131.0
3178,Hoodi,2,985.0,2.0,67.0
3181,Hoodi,2,1425.0,2.0,80.0
3182,Hoodi,2,1420.0,2.0,75.0
3183,Hoodi,3,1639.0,3.0,110.0
3185,Hoodi,3,1639.0,3.0,98.32
3189,Hoodi,2,1026.0,2.0,60.87
3190,Hoodi,2,1050.0,2.0,50.0
3191,Hoodi,2,1400.0,2.0,78.0
3192,Hoodi,5,2400.0,5.0,160.0
3193,Hoodi,2,1196.0,2.0,71.74
3195,Hoodi,2,1500.0,2.0,84.0
3196,Hoodi,2,1055.0,2.0,57.63
3197,Hoodi,3,1925.0,2.0,114.0
3198,Hoodi,2,1400.0,2.0,82.0
3200,Hoodi,1,706.0,1.0,48.24
3201,Hoodi,2,1257.0,2.0,69.0
3202,Hoodi,2,1132.0,2.0,67.9
3203,Hoodi,3,1925.0,3.0,110.0
3205,Hoodi,2,1257.0,2.0,71.03
3206,Hoodi,2,1305.0,2.0,75.0
3208,Hoodi,2,1240.0,2.0,65.0
3210,Hoodi,2,1108.0,2.0,74.23
3211,Hoodi,2,1257.0,2.0,68.5
3212,Hoodi,2,1000.0,2.0,48.0
3213,Hoodi,2,1063.0,2.0,61.17
3214,Hoodi,2,1259.0,2.0,69.45
3215,Hoodi,1,711.0,1.0,42.65
3217,Hoodi,1,863.0,1.0,40.55
3218,Hoodi,3,1715.0,2.0,100.0
3220,Hoodi,2,1447.0,3.0,76.0
3221,Hoodi,3,2144.0,3.0,140.0
3222,Hoodi,2,1108.0,2.0,66.46
3224,Hoodi,3,1837.0,3.0,110.0
3225,Hoodi,4,3385.0,4.0,220.0
3227,Hoodi,2,1181.0,2.0,55.0
3228,Hoodi,3,1490.0,3.0,85.0
3229,Hoodi,2,1258.5,2.0,59.135
3230,Horamavu Agara,2,1200.0,2.0,45.0
3231,Horamavu Agara,3,1560.0,3.0,75.0
3232,Horamavu Agara,2,755.0,2.0,37.49
3233,Horamavu Agara,2,982.0,2.0,47.65
3234,Horamavu Agara,3,1650.0,2.0,75.0
